villageCode,villageNameEnglish,villageNameLocal,villageCensus2011Code,subdistrictCode,subdistrictNameEnglish,subdistrictNameLocal,subdistrictCensus2011Code,districtCode,districtNameEnglish,districtNameLocal,districtCensus2011Code,stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,data_gov_update_date
576547,Anantaram,అనంతారం,576547,4618,Gundala,గుండాల,04618,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
572485,Ananthagiri,అనంత గిరి,572485,4436,Illanthakunta,ఇల్లంతకుంట,04436,683,Rajanna Sircilla,రాజన్న సిరిసిల్ల,000,36,Telangana,తెలంగాణ,00,28-12-2025
572162,Ananthapalli(Pk),అనంత పల్లి  (పి.కె.),572162,4419,Chandurthi,చందుర్తి,04419,683,Rajanna Sircilla,రాజన్న సిరిసిల్ల,000,36,Telangana,తెలంగాణ,00,28-12-2025
572078,Anantharam,అనంతారం,572078,6211,Jagitial Rural,జగిత్యాల రూరల్,00000,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
579525,Anantharam,అనంతారం,579525,4749,Aswaraopeta,అశ్వారావుపేట,04749,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,28-12-2025
577096,Anantharam,అనాంతారాం,577096,4646,Nalgonda,నల్లగొండ,04646,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
576769,Anantharam (P),అనంతారం,576769,4628,Bhongir,భూవనగిరి,04628,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
577730,Ananthasagar,అనంతసాగర్,577730,4678,Hasanparthy,హసన్ పర్తి,04678,686,Hanumakonda,హనుమకొండ,000,36,Telangana,తెలంగాణ,00,28-12-2025
572810,Ananthasagar,అనంతసాగర్,572810,4452,Narayankhed,నారాయణఖేడ్,04452,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
576098,Ananthavaram,అనంతవరం,576098,4597,Balmoor,బల్మూర్,04597,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
570419,Ananthpet,ఆనంత్ పేట్,570419,4346,Mamada,మామడ,04346,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
579713,Anasagar,అనాసాగరం,579713,4759,Nelakondapalli,నేలకొండపల్లి,04759,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
569464,Andavelli,అందావెళ్లి,569464,4318,Kagaznagar,కాగజ్ నగర్,04318,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
573521,Andole,అందోల్,573521,4479,Andole,ఆందోల్,04479,513,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
573567,Andugulapalle,అడుగులపల్లి,573567,4481,Yeldurthy,ఎల్దుర్తి,04481,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
577866,Andukapalle,అందూక్పల్లి,577866,6251,Kannaigudem,కన్నాయిగూడెం,00000,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
574667,Angadichittimpalle,అంగడిచిట్టంపల్లి,574667,4541,Pudur,పూడూర్(M),04541,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
576060,Anjangiri,అంజనగిరి,576060,4595,Wanaparthy,వనపర్తి,04595,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,28-12-2025
571158,Anjani,అంజని,571158,6245,Pedda Kodapgal,పెద్ద కోడపగల్,00000,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
578013,Ankampalle,అంకంపల్లి,578013,4687,Tadvai,తాడ్వాయి (సమ్మక్క సారక్క),04687,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
578053,Ankannagudem,అంకన్నగూడెం,578053,4689,Mulug,ములుగు,04689,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
573047,Ankireddipalle,అంకిరెడ్డిపల్లి,573047,4462,Kondapak,కొండపాక,04462,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
576044,Ankoor,అంకూర్,576044,4595,Wanaparthy,వనపర్తి,04595,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574167,Ankushapur,అంకుషాపూర్,574167,4523,Ghatkesar,ఘట్కేసర్,04523,700,Medchal Malkajgiri,మేడ్చల్ మల్కాజిగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
579493,Annapureddypally,అన్నపురెడ్డిపల్లి,579493,6268,Annapureddypalli,అన్నపురెడ్డిపల్లి,00000,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,28-12-2025
571279,Annaram,అన్నారం,571279,6243,Ramareddy,రామారెడ్డి,00000,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
575609,Annaram,అన్నారం,575609,4577,Vangoor,వంగూరు,04577,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
577455,Annaram,అన్నారం,577455,4662,Tripuraram,త్రిపురారం,04662,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
572292,Annaram,అన్నారం,572292,4427,Manakondur,మానకొండూర్,04427,508,Karimnagar,కరీంనగర్,534,36,Telangana,తెలంగాణ,00,28-12-2025
578583,Annaram,అన్నారం,578583,4717,Kesamudram,కేసముద్రం,04717,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
577101,Annareddy Guda,అన్నారెడ్డిగూడ,577101,4646,Nalgonda,నల్లగొండ,04646,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
576983,Annarigudem,అన్నారీగూడెం,576983,4640,Mothey,మోతె,04640,696,Suryapet,సూర్యాపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
573507,Annasagar,అన్న సాగర్,573507,4479,Andole,ఆందోల్,04479,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
575778,Anpahad (D),అన్ పహడ్,575778,4585,Ghanpur,ఘనపూర్,04585,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,28-12-2025
571286,Antampalle,అంతంపల్లి,571286,4380,Machareddy,మాచారెడ్డి,04380,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574372,Antharam,అంతారం,574372,4531,Dharur,ధారూరు,04531,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575703,Antharam,అంతారం,575703,4582,Tadoor,తాడూరు,04582,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
574608,Antharam,అంతారం,574608,4539,Kulkacharla,కుల్కచర్ల(M),04539,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572815,Anthergaon,అంతర్గాం,572815,6279,Sirgapoor,సిర్గాపూర్,00000,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
577081,Appaji Peta,అప్పాజీపేట,577081,4646,Nalgonda,నల్లగొండ,04646,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
909907,Appannapeta,అప్పన్నపేట,000000,4666,Garidepally,గరిడేపల్లి,04666,696,Suryapet,సూర్యాపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
575779,Appareddipalle,అప్పారెడ్డిపల్లి,575779,4585,Ghanpur,ఘనపూర్,04585,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,28-12-2025
575296,Appareddipalle,అప్పరెడ్డిపల్లి,575296,4564,Madgul,మాడ్గుల,04564,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
909553,Appireddypally,అప్పిరెడ్డిపల్లి,000000,4554,Maddur,మద్దూర్,04554,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572194,Aravelli,ఆర వెల్లి,572194,4421,Pegadapalli,పెగడపల్లి,04421,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
909753,Aregudem,అరేగుడెం,000000,4631,Choutuppal,చౌట్టుప్పల్,04631,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
572953,Arepalle,ఆరెపల్లి,572953,4458,Dubbak,దుబ్బాక,04458,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
572319,Arepalli,ఆరె పల్లి,572319,6231,Karimnagar,కరీంనగర్ ,00000,508,Karimnagar,కరీంనగర్,534,36,Telangana,తెలంగాణ,00,28-12-2025
570886,Argul,అర్గుల్,570886,4366,Jakranpally,జక్రాన్ పల్లి,04366,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
578738,Arguntapalle (Z),ఆరుగుంటపల్లి(జెడ్),578738,4723,Wajedu,వాజేడు,04723,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
570553,Arjungutta,అర్జున్ గుట్ట,570553,4351,Kotapally,కోటపల్లి,04351,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569216,Arjuni,అర్జుని,569216,6225,Gadiguda,గాదిగూడ,00000,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
575305,Arkapalle,అర్కపల్లి,575305,4564,Madgul,మాడ్గుల,04564,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
574023,Arkathala,అర్కతల,574023,4514,Nawabpet,నవాబ్ పేట్,04514,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
573351,Asadgunj,అసద్ గంజ్,573351,6278,Mogudampally,మొగుడంపల్లి,00000,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
912772,Asadpur,అసద్ పూర్,000000,4609,Kollapur,కొల్లాపూర్,04609,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
574873,Asmatpur,అస్మత్ పూర్,574873,4547,Manchal,మంచాల్,04547,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
574411,Athakur,ఆత్కూర్,574411,4533,Peddemul,పెద్దముల్,04533,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572053,Atmakur,ఆత్మకూర్,572053,4412,Gollapalli,గొల్లపల్లి,04412,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
576637,Atmakur,ఆత్మకూరు,576637,4622,Atmakur (S),ఆత్మకూరు (సూ),04622,696,Suryapet,సూర్యాపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
573357,Auranganagar,ఔరంగానగర్,573357,6278,Mogudampally,మొగుడంపల్లి,00000,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
576894,Auravani,అవురవాని,576894,4634,Narketpally,నార్కటుపల్లి,04634,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
909612,Ausulonipally,అసలోని పల్లి,000000,4571,Utkoor,ఉట్కురు,04571,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
572925,Ausulpalle (Og),అవుసులపల్లి,572925,4456,Medak,మెదక్,04456,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
578280,Authapur,అవుతాపూర్,578280,6256,Peddavangara,పెద్దవంగర,00000,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569088,Awalpur,అవాల్ పూర్,569088,4308,Bela,బేల,04308,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
573775,Awancha,ఆవంచ,573775,4488,Narsapur,నర్సాపూర్,04488,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
570540,Ayepalle,ఆయెపల్లి,570540,4351,Kotapally,కోటపల్లి,04351,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
578456,Ayodhyapur,అయోధ్యాపూర్,578456,4711,Gudur,గూడూర్,04711,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
578188,Ayyangaripalle,అయ్యనగారిపల్లె,578188,4697,Palakurthy,పాలకుర్తి,04697,689,Jangoan,జనగాం,000,36,Telangana,తెలంగాణ,00,28-12-2025
575664,Ayyavaripalle,అయ్యవారిపల్లి,575664,4580,Uppununthala,ఉప్పునుంతల,04580,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575007,Ayyawaripalle,అయ్యవారిపల్లి,575007,4553,Damargidda,దామర్ గిద్ద,04553,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
570849,Babanagar,బాబానగర్,570849,4364,Bheemgal,భీంగల్,04364,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
570845,Babapur,బాబాపూర్,570845,4364,Bheemgal,భీంగల్,04364,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
931507,Babbuguda,బాబ్బుగూడ,000000,4517,Balanagar,బాలానగర్,04517,700,Medchal Malkajgiri,మేడ్చల్ మల్కాజిగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
569633,Babjepet,బాబ్జిపేట్,569633,4322,Ichoda,ఇచ్చోడ,04322,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
570859,Bachanpalle,బాచన్ పల్లి,570859,4364,Bheemgal,భీంగల్,04364,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
